doc_id,objection_type,doc_type,title,content
153,not_a_priority_now,case_study,Logistics Company Case Study (variant 153),"In practice, A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal."
154,not_a_priority_now,case_study,Logistics Company Case Study (variant 154),What works: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
155,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 155),Field-tested approach: A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss.
156,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 156),"In practice, Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
157,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 157),What works: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
158,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 158),"What works: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
159,not_a_priority_now,battlecard,Cost-of-Inaction Battlecard (variant 159),"What works: Quantify the compounding cost of delay (e.g., manual-process hours accumulating monthly) rather than pushing urgency artificially; offer a low-commitment pilot to keep momentum."
160,security_compliance_concern,case_study,Financial Services Case Study (variant 160),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
161,no_budget,case_study,Series B Startup Case Study (variant 161),What works: A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close.
162,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 162),"Field-tested approach: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
163,security_compliance_concern,case_study,Financial Services Case Study (variant 163),"In practice, A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3."
164,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 164),"In practice, Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
165,price_too_high,battlecard,ROI Reframe Battlecard (variant 165),Recommended play: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
166,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 166),Field-tested approach: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
167,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 167),"Recommended play: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
168,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 168),What works: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
169,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 169),"Field-tested approach: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
170,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 170),"What works: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
171,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 171),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
172,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 172),What works: A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss.
173,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 173),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
174,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 174),"What works: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
175,security_compliance_concern,case_study,Financial Services Case Study (variant 175),Field-tested approach: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
176,security_compliance_concern,case_study,Financial Services Case Study (variant 176),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
177,price_too_high,battlecard,ROI Reframe Battlecard (variant 177),Field-tested approach: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
178,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 178),"In practice, Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours."
179,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 179),Recommended play: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
180,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 180),"In practice, Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand."
181,no_budget,case_study,Series B Startup Case Study (variant 181),What works: A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close.
182,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 182),Recommended play: A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss.
183,not_a_priority_now,case_study,Logistics Company Case Study (variant 183),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
184,not_a_priority_now,case_study,Logistics Company Case Study (variant 184),What works: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
185,implementation_time_concern,case_study,Multi-Site Retailer Case Study (variant 185),What works: A 40-location retailer worried about a slow rollout went live at all sites in 12 days using the fast-start package.
186,need_stakeholder_buyin,case_study,Enterprise IT Case Study (variant 186),Field-tested approach: Co-presenting directly to the CFO (rather than routing through the IT champion) cut the buy-in cycle from 6 weeks to 10 days.
187,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 187),"Recommended play: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
188,need_more_features,case_study,Healthcare SaaS Case Study (variant 188),"Field-tested approach: A healthcare buyer needed HL7 export, which shipped 6 weeks after signing per a committed roadmap letter — deal closed on the strength of the written commitment."
189,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 189),"In practice, Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand."
190,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 190),"In practice, A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss."
191,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 191),What works: A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss.
192,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 192),Field-tested approach: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
193,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 193),"Field-tested approach: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
194,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 194),"Field-tested approach: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
195,no_budget,case_study,Series B Startup Case Study (variant 195),Field-tested approach: A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close.
196,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 196),"Field-tested approach: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
197,security_compliance_concern,case_study,Financial Services Case Study (variant 197),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
198,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 198),Recommended play: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
199,price_too_high,battlecard,ROI Reframe Battlecard (variant 199),Recommended play: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
200,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 200),What works: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
201,implementation_time_concern,case_study,Multi-Site Retailer Case Study (variant 201),"In practice, A 40-location retailer worried about a slow rollout went live at all sites in 12 days using the fast-start package."
202,not_a_priority_now,battlecard,Cost-of-Inaction Battlecard (variant 202),"What works: Quantify the compounding cost of delay (e.g., manual-process hours accumulating monthly) rather than pushing urgency artificially; offer a low-commitment pilot to keep momentum."
203,price_too_high,battlecard,ROI Reframe Battlecard (variant 203),"In practice, Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted."
204,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 204),"In practice, A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
205,price_too_high,battlecard,ROI Reframe Battlecard (variant 205),Recommended play: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
206,not_a_priority_now,case_study,Logistics Company Case Study (variant 206),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
207,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 207),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
208,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 208),What works: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
209,need_more_features,case_study,Healthcare SaaS Case Study (variant 209),"What works: A healthcare buyer needed HL7 export, which shipped 6 weeks after signing per a committed roadmap letter — deal closed on the strength of the written commitment."
210,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 210),"In practice, A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss."
211,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 211),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
212,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 212),"Field-tested approach: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
213,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 213),Recommended play: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
214,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 214),"Recommended play: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
215,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 215),What works: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
216,security_compliance_concern,case_study,Financial Services Case Study (variant 216),Field-tested approach: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
217,no_budget,case_study,Series B Startup Case Study (variant 217),Recommended play: A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close.
218,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 218),"Recommended play: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
219,need_stakeholder_buyin,case_study,Enterprise IT Case Study (variant 219),Recommended play: Co-presenting directly to the CFO (rather than routing through the IT champion) cut the buy-in cycle from 6 weeks to 10 days.
220,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 220),What works: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
221,not_a_priority_now,case_study,Logistics Company Case Study (variant 221),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
222,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 222),What works: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
223,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 223),"In practice, Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
224,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 224),"Recommended play: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
225,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 225),Recommended play: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
226,security_compliance_concern,case_study,Financial Services Case Study (variant 226),Recommended play: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
227,not_a_priority_now,case_study,Logistics Company Case Study (variant 227),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
228,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 228),Recommended play: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
229,no_budget,case_study,Series B Startup Case Study (variant 229),"In practice, A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close."
230,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 230),"In practice, Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough."
231,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 231),"What works: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
232,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 232),Field-tested approach: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
233,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 233),"In practice, Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
234,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 234),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
235,not_a_priority_now,case_study,Logistics Company Case Study (variant 235),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
236,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 236),"Recommended play: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
237,no_budget,case_study,Series B Startup Case Study (variant 237),Field-tested approach: A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close.
238,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 238),"In practice, Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand."
239,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 239),"In practice, Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough."
240,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 240),Field-tested approach: A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss.
241,implementation_time_concern,case_study,Multi-Site Retailer Case Study (variant 241),Recommended play: A 40-location retailer worried about a slow rollout went live at all sites in 12 days using the fast-start package.
242,price_too_high,battlecard,ROI Reframe Battlecard (variant 242),Recommended play: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
243,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 243),"What works: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
244,need_stakeholder_buyin,case_study,Enterprise IT Case Study (variant 244),Recommended play: Co-presenting directly to the CFO (rather than routing through the IT champion) cut the buy-in cycle from 6 weeks to 10 days.
245,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 245),"What works: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
246,no_budget,case_study,Series B Startup Case Study (variant 246),"In practice, A cash-constrained Series B startup deferred payment 60 days by aligning the contract start date to their upcoming funding close."
247,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 247),"In practice, Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough."
248,not_a_priority_now,case_study,Logistics Company Case Study (variant 248),"In practice, A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal."
249,not_a_priority_now,battlecard,Cost-of-Inaction Battlecard (variant 249),"Field-tested approach: Quantify the compounding cost of delay (e.g., manual-process hours accumulating monthly) rather than pushing urgency artificially; offer a low-commitment pilot to keep momentum."
250,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 250),"Field-tested approach: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
251,price_too_high,battlecard,ROI Reframe Battlecard (variant 251),What works: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
252,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 252),"In practice, A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
253,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 253),Recommended play: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
254,security_compliance_concern,case_study,Financial Services Case Study (variant 254),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
255,not_a_priority_now,battlecard,Cost-of-Inaction Battlecard (variant 255),"Field-tested approach: Quantify the compounding cost of delay (e.g., manual-process hours accumulating monthly) rather than pushing urgency artificially; offer a low-commitment pilot to keep momentum."
256,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 256),Recommended play: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
257,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 257),"Recommended play: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
258,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 258),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
259,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 259),"Recommended play: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
260,not_a_priority_now,case_study,Logistics Company Case Study (variant 260),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
261,security_compliance_concern,case_study,Financial Services Case Study (variant 261),Field-tested approach: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
262,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 262),"In practice, A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
263,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 263),What works: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
264,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 264),What works: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
265,not_a_priority_now,case_study,Logistics Company Case Study (variant 265),"In practice, A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal."
266,security_compliance_concern,case_study,Financial Services Case Study (variant 266),"In practice, A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3."
267,already_using_competitor,battlecard,Competitive Displacement Battlecard (variant 267),"What works: Lead with the specific 3 capabilities competitors structurally lack (real-time sync, audit trail, native SSO) rather than an all-out feature comparison; offer a parallel-run pilot."
268,not_a_priority_now,case_study,Logistics Company Case Study (variant 268),"In practice, A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal."
269,security_compliance_concern,case_study,Financial Services Case Study (variant 269),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
270,not_a_priority_now,battlecard,Cost-of-Inaction Battlecard (variant 270),"What works: Quantify the compounding cost of delay (e.g., manual-process hours accumulating monthly) rather than pushing urgency artificially; offer a low-commitment pilot to keep momentum."
271,not_a_priority_now,case_study,Logistics Company Case Study (variant 271),Recommended play: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
272,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 272),Field-tested approach: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
273,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 273),What works: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
274,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 274),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
275,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 275),"Recommended play: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
276,not_a_priority_now,case_study,Logistics Company Case Study (variant 276),Field-tested approach: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
277,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 277),Field-tested approach: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
278,security_compliance_concern,case_study,Financial Services Case Study (variant 278),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
279,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 279),"Recommended play: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
280,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 280),Field-tested approach: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
281,implementation_time_concern,case_study,Multi-Site Retailer Case Study (variant 281),"In practice, A 40-location retailer worried about a slow rollout went live at all sites in 12 days using the fast-start package."
282,no_budget,battlecard,Budget-Cycle Timing Battlecard (variant 282),"Recommended play: Ask which fiscal quarter budget resets, and offer a start-now-pay-later contract structure tied to their next budget cycle. Anchor to the cost of inaction over that gap."
283,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 283),"In practice, Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
284,need_stakeholder_buyin,battlecard,Multi-Threading Battlecard (variant 284),Recommended play: Offer to co-present a short business-case deck directly to the additional stakeholder rather than relying on your champion to relay it secondhand.
285,implementation_time_concern,battlecard,Fast-Start Implementation Battlecard (variant 285),"Recommended play: Offer the white-glove fast-start package: dedicated implementation manager, 2-week go-live target, with the customer's data migrated in the first week."
286,security_compliance_concern,battlecard,Security & Compliance Battlecard (variant 286),What works: Lead with the SOC 2 Type II report and a pre-filled security questionnaire; offer a direct call between their security team and ours.
287,price_too_high,battlecard,ROI Reframe Battlecard (variant 287),What works: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
288,need_stakeholder_buyin,case_study,Enterprise IT Case Study (variant 288),Field-tested approach: Co-presenting directly to the CFO (rather than routing through the IT champion) cut the buy-in cycle from 6 weeks to 10 days.
289,price_too_high,battlecard,ROI Reframe Battlecard (variant 289),Field-tested approach: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
290,price_too_high,battlecard,ROI Reframe Battlecard (variant 290),What works: Reframe cost as ROI: quantify hours saved per week times fully-loaded hourly rate. Most customers break even within 4-6 months once the automation offsets are counted.
291,need_stakeholder_buyin,case_study,Enterprise IT Case Study (variant 291),What works: Co-presenting directly to the CFO (rather than routing through the IT champion) cut the buy-in cycle from 6 weeks to 10 days.
292,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 292),"In practice, Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough."
293,price_too_high,case_study,Mid-Market Manufacturer Case Study (variant 293),"Recommended play: A 200-employee manufacturer initially balked at price, but after a 2-week pilot showing 11 hours/week saved per team, they signed a 3-year contract at list price."
294,not_a_priority_now,case_study,Logistics Company Case Study (variant 294),What works: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
295,not_a_priority_now,case_study,Logistics Company Case Study (variant 295),What works: A logistics company deprioritized us for 2 quarters; a quarterly check-in with updated cost-of-inaction math eventually reopened the deal.
296,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 296),What works: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
297,need_more_features,battlecard,Roadmap Alignment Battlecard (variant 297),What works: Share the public roadmap and offer a signed feature-commitment letter for anything landing within 2 quarters; loop in product management for a live Q&A if the deal is large enough.
298,security_compliance_concern,case_study,Financial Services Case Study (variant 298),What works: A bank's security review was the long pole; providing a pre-filled CAIQ questionnaire cut their review time from 8 weeks to 3.
299,already_using_competitor,case_study,Retail Chain Displacement Case Study (variant 299),"In practice, A retail chain ran us in parallel with their incumbent for 30 days; the audit-trail gap alone drove the switch after a compliance near-miss."
