call_id,rep_id,stage,objection_type,deal_size,used_recommended_play,won,transcript_snippet
239,24,discovery,need_stakeholder_buyin,7638.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
240,12,discovery,implementation_time_concern,2725.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
241,23,discovery,already_using_competitor,11158.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
242,11,negotiation,need_stakeholder_buyin,12357.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
243,24,discovery,price_too_high,35372.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
244,15,demo,implementation_time_concern,1297.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
245,18,negotiation,already_using_competitor,9628.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
246,10,discovery,not_a_priority_now,7453.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
247,22,discovery,security_compliance_concern,29647.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
248,2,demo,need_more_features,2598.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
249,3,negotiation,need_more_features,3955.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
250,1,demo,no_budget,3121.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
251,9,closing,security_compliance_concern,14594.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
252,3,discovery,implementation_time_concern,15189.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
253,0,closing,already_using_competitor,9385.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
254,15,closing,no_budget,2237.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
255,9,negotiation,need_stakeholder_buyin,4865.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
256,16,demo,implementation_time_concern,5915.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
257,4,discovery,price_too_high,5518.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
258,13,demo,implementation_time_concern,57941.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
259,9,negotiation,already_using_competitor,1577.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
260,3,negotiation,no_budget,2184.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
261,17,discovery,already_using_competitor,6325.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
262,5,negotiation,security_compliance_concern,15156.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
263,1,closing,already_using_competitor,8674.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
264,12,discovery,price_too_high,9072.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
265,11,discovery,security_compliance_concern,6437.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
266,5,discovery,security_compliance_concern,9714.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
267,4,demo,no_budget,5504.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
268,1,discovery,need_stakeholder_buyin,10798.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
269,2,closing,security_compliance_concern,6247.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
270,0,negotiation,not_a_priority_now,2871.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
271,1,discovery,not_a_priority_now,10498.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
272,8,closing,no_budget,57107.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
273,2,demo,need_stakeholder_buyin,23699.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
274,7,discovery,need_stakeholder_buyin,3751.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
275,8,negotiation,need_stakeholder_buyin,28511.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
276,9,demo,need_stakeholder_buyin,2350.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
277,20,closing,price_too_high,31670.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
278,17,discovery,implementation_time_concern,87343.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
279,3,closing,no_budget,2787.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
280,4,closing,security_compliance_concern,5607.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
281,0,closing,not_a_priority_now,1626.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
282,0,discovery,price_too_high,2677.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
283,16,discovery,already_using_competitor,9395.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
284,4,discovery,need_stakeholder_buyin,53931.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
285,0,demo,price_too_high,5491.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
286,6,closing,price_too_high,6637.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
287,8,demo,not_a_priority_now,21347.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
288,5,closing,not_a_priority_now,2815.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
289,2,closing,not_a_priority_now,3407.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
290,12,closing,already_using_competitor,6799.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
291,7,closing,price_too_high,5399.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
292,12,demo,not_a_priority_now,11239.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
293,8,discovery,implementation_time_concern,2297.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
294,0,closing,implementation_time_concern,4375.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
295,21,discovery,implementation_time_concern,13364.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
296,10,negotiation,not_a_priority_now,3229.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
297,19,closing,price_too_high,7136.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
298,12,negotiation,need_more_features,6282.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
299,15,discovery,price_too_high,36804.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
300,17,closing,implementation_time_concern,3085.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
301,13,demo,no_budget,2750.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
302,20,discovery,price_too_high,1617.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
303,15,closing,already_using_competitor,11735.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
304,8,demo,implementation_time_concern,16984.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
305,2,discovery,need_more_features,7813.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
306,13,discovery,implementation_time_concern,4945.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
307,15,demo,already_using_competitor,1670.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
308,7,demo,already_using_competitor,6380.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
309,14,demo,not_a_priority_now,17569.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
310,0,discovery,already_using_competitor,1000.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
311,7,negotiation,not_a_priority_now,5208.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
312,8,discovery,implementation_time_concern,3167.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
313,20,closing,need_more_features,9481.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
314,16,demo,not_a_priority_now,32841.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
315,19,demo,price_too_high,3074.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
316,5,discovery,need_stakeholder_buyin,10794.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
317,4,negotiation,price_too_high,7532.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
318,0,negotiation,security_compliance_concern,6231.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
319,10,closing,implementation_time_concern,9909.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
320,7,closing,already_using_competitor,1852.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
321,14,discovery,already_using_competitor,72937.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
322,13,demo,security_compliance_concern,12069.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
323,2,closing,implementation_time_concern,13599.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
324,10,negotiation,need_stakeholder_buyin,18145.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
325,20,demo,need_stakeholder_buyin,20745.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
326,24,discovery,already_using_competitor,34090.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
327,21,negotiation,price_too_high,39680.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
328,15,negotiation,no_budget,12729.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
329,10,negotiation,security_compliance_concern,4110.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
330,19,discovery,already_using_competitor,1000.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
331,20,negotiation,already_using_competitor,27825.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
332,1,negotiation,already_using_competitor,8718.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
333,20,negotiation,implementation_time_concern,1431.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
334,2,discovery,need_more_features,9120.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
335,17,negotiation,not_a_priority_now,1984.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
336,4,closing,implementation_time_concern,4990.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
337,24,negotiation,need_stakeholder_buyin,1744.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
338,17,discovery,no_budget,10102.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
339,17,closing,implementation_time_concern,5371.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
340,20,negotiation,price_too_high,14090.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
341,4,negotiation,price_too_high,15738.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
342,18,closing,already_using_competitor,11797.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
343,8,demo,price_too_high,13831.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
344,23,closing,no_budget,39145.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
345,15,negotiation,need_stakeholder_buyin,9406.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
346,14,closing,security_compliance_concern,5175.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
347,1,negotiation,already_using_competitor,15038.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
348,11,discovery,need_stakeholder_buyin,5924.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
349,4,discovery,not_a_priority_now,7102.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
350,1,closing,price_too_high,4834.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
351,24,discovery,already_using_competitor,6410.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
352,18,discovery,need_more_features,6993.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
353,18,negotiation,need_stakeholder_buyin,3956.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
354,12,discovery,no_budget,9153.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
355,19,discovery,no_budget,39356.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
356,12,discovery,need_more_features,32551.0,0,1,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
357,2,negotiation,need_more_features,5947.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
358,12,demo,price_too_high,27916.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
359,5,closing,already_using_competitor,8367.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
360,13,negotiation,already_using_competitor,12403.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
361,10,demo,implementation_time_concern,47047.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
362,22,closing,no_budget,10317.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
363,11,negotiation,no_budget,2148.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
364,20,closing,implementation_time_concern,13738.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
365,4,negotiation,not_a_priority_now,7580.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
366,24,closing,not_a_priority_now,8162.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
367,23,demo,need_stakeholder_buyin,26414.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
368,13,demo,no_budget,99804.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
369,18,demo,not_a_priority_now,7023.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
370,23,demo,price_too_high,60272.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
371,18,closing,already_using_competitor,43024.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
372,2,demo,not_a_priority_now,6275.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
373,2,negotiation,price_too_high,6141.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
374,4,closing,not_a_priority_now,6338.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
375,16,discovery,price_too_high,10326.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
376,16,demo,need_more_features,26486.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
377,1,closing,already_using_competitor,5011.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
378,7,negotiation,not_a_priority_now,30503.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
379,14,closing,security_compliance_concern,4624.0,0,1,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
380,3,closing,no_budget,2202.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
381,0,negotiation,already_using_competitor,24330.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
382,10,demo,need_stakeholder_buyin,4161.0,1,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
383,19,closing,implementation_time_concern,1000.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
384,0,discovery,security_compliance_concern,13752.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
385,9,discovery,security_compliance_concern,7458.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
386,10,discovery,not_a_priority_now,8495.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
387,10,demo,already_using_competitor,15796.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
388,3,negotiation,need_stakeholder_buyin,1021.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
389,24,discovery,no_budget,4018.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
390,9,closing,already_using_competitor,4131.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
391,24,discovery,already_using_competitor,1651.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
392,17,demo,implementation_time_concern,2118.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
393,18,demo,implementation_time_concern,2279.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
394,0,demo,already_using_competitor,9437.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
395,6,demo,price_too_high,26080.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
396,5,negotiation,not_a_priority_now,10145.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
397,0,discovery,implementation_time_concern,1000.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
398,5,negotiation,already_using_competitor,7523.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
399,15,negotiation,need_more_features,4768.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
400,10,closing,need_more_features,7338.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
401,2,negotiation,price_too_high,5280.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
402,12,demo,already_using_competitor,3491.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
403,7,negotiation,security_compliance_concern,10231.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
404,9,demo,need_stakeholder_buyin,6491.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
405,5,demo,not_a_priority_now,4125.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
406,7,demo,price_too_high,21350.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
407,23,demo,implementation_time_concern,3517.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
408,8,negotiation,need_more_features,9696.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
409,16,discovery,implementation_time_concern,7381.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
410,17,negotiation,need_more_features,36635.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
411,20,closing,need_more_features,50202.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
412,5,closing,implementation_time_concern,7748.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
413,22,discovery,price_too_high,4588.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
414,23,discovery,no_budget,9328.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
415,4,discovery,not_a_priority_now,9902.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
416,19,negotiation,already_using_competitor,2970.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
417,4,negotiation,not_a_priority_now,28822.0,1,0,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
418,22,closing,already_using_competitor,5285.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
419,24,negotiation,need_stakeholder_buyin,2578.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
420,14,demo,need_stakeholder_buyin,25209.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
421,7,demo,not_a_priority_now,12129.0,0,1,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
422,3,negotiation,security_compliance_concern,6492.0,0,1,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
423,14,closing,implementation_time_concern,12308.0,1,0,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
424,2,demo,need_stakeholder_buyin,1900.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
425,10,discovery,not_a_priority_now,7825.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
426,5,demo,security_compliance_concern,16159.0,0,0,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
427,6,closing,implementation_time_concern,7612.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
428,13,closing,need_more_features,17056.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
429,12,negotiation,need_stakeholder_buyin,18774.0,0,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
430,7,discovery,implementation_time_concern,2013.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
431,3,closing,security_compliance_concern,3583.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
432,0,negotiation,no_budget,1186.0,0,1,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
433,2,demo,security_compliance_concern,3819.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
434,14,demo,already_using_competitor,8716.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
435,1,closing,price_too_high,12921.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
436,0,discovery,already_using_competitor,9963.0,0,1,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
437,8,negotiation,need_more_features,1645.0,1,0,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
438,15,negotiation,implementation_time_concern,8248.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
439,14,closing,need_stakeholder_buyin,1732.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
440,1,discovery,need_more_features,14833.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
441,13,negotiation,implementation_time_concern,17296.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
442,5,discovery,need_more_features,7249.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
443,4,discovery,already_using_competitor,7462.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
444,20,demo,already_using_competitor,10167.0,1,0,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
445,17,closing,security_compliance_concern,4633.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
446,14,closing,no_budget,6404.0,0,0,[Prospect]: objection raised re: no budget. [Rep]: improvised response.
447,23,closing,implementation_time_concern,1992.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
448,7,discovery,not_a_priority_now,4455.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
449,0,discovery,not_a_priority_now,12836.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
450,18,discovery,no_budget,15677.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
451,17,demo,security_compliance_concern,4831.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
452,24,negotiation,price_too_high,6861.0,1,0,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
453,10,negotiation,implementation_time_concern,2876.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
454,22,demo,not_a_priority_now,18168.0,1,1,[Prospect]: objection raised re: not a priority now. [Rep]: used recommended battlecard play.
455,5,discovery,need_more_features,57412.0,1,1,[Prospect]: objection raised re: need more features. [Rep]: used recommended battlecard play.
456,8,closing,price_too_high,23972.0,0,0,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
457,13,demo,price_too_high,7918.0,0,1,[Prospect]: objection raised re: price too high. [Rep]: improvised response.
458,3,demo,need_stakeholder_buyin,11035.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
459,14,negotiation,no_budget,37466.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
460,14,negotiation,security_compliance_concern,3335.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
461,12,closing,implementation_time_concern,4528.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
462,3,negotiation,already_using_competitor,8688.0,1,1,[Prospect]: objection raised re: already using competitor. [Rep]: used recommended battlecard play.
463,13,closing,need_stakeholder_buyin,4553.0,1,1,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: used recommended battlecard play.
464,12,negotiation,no_budget,9528.0,1,1,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
465,18,demo,implementation_time_concern,21233.0,1,1,[Prospect]: objection raised re: implementation time concern. [Rep]: used recommended battlecard play.
466,6,negotiation,already_using_competitor,19243.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
467,20,demo,not_a_priority_now,7535.0,0,0,[Prospect]: objection raised re: not a priority now. [Rep]: improvised response.
468,8,negotiation,security_compliance_concern,6559.0,1,1,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
469,9,negotiation,no_budget,3358.0,1,0,[Prospect]: objection raised re: no budget. [Rep]: used recommended battlecard play.
470,7,negotiation,need_stakeholder_buyin,13652.0,0,0,[Prospect]: objection raised re: need stakeholder buyin. [Rep]: improvised response.
471,9,negotiation,price_too_high,20409.0,1,1,[Prospect]: objection raised re: price too high. [Rep]: used recommended battlecard play.
472,3,closing,security_compliance_concern,154097.0,1,0,[Prospect]: objection raised re: security compliance concern. [Rep]: used recommended battlecard play.
473,7,negotiation,already_using_competitor,4644.0,0,0,[Prospect]: objection raised re: already using competitor. [Rep]: improvised response.
474,7,closing,implementation_time_concern,4562.0,0,0,[Prospect]: objection raised re: implementation time concern. [Rep]: improvised response.
475,10,demo,security_compliance_concern,60647.0,0,1,[Prospect]: objection raised re: security compliance concern. [Rep]: improvised response.
476,23,discovery,need_more_features,5612.0,0,0,[Prospect]: objection raised re: need more features. [Rep]: improvised response.
